course_name,city,state_country,location,total_par,h01_par,h01_yards,h01_hcp,h02_par,h02_yards,h02_hcp,h03_par,h03_yards,h03_hcp,h04_par,h04_yards,h04_hcp,h05_par,h05_yards,h05_hcp,h06_par,h06_yards,h06_hcp,h07_par,h07_yards,h07_hcp,h08_par,h08_yards,h08_hcp,h09_par,h09_yards,h09_hcp,f9_par,f9_yards,h10_par,h10_yards,h10_hcp,h11_par,h11_yards,h11_hcp,h12_par,h12_yards,h12_hcp,h13_par,h13_yards,h13_hcp,h14_par,h14_yards,h14_hcp,h15_par,h15_yards,h15_hcp,h16_par,h16_yards,h16_hcp,h17_par,h17_yards,h17_hcp,h18_par,h18_yards,h18_hcp,b9_par,b9_yards,total_yardage,course_rating,slope_rating,prestige_level,est_year,created_at,elevation,course_id,temp_factor,humidity_factor,wind_factor,rain_factor,cloud_factor,design_strategy,narrowness_factor,hazard_density,green_speed,turf_firmness,rough_length,crowd_factor,elevation_factor,terrain_difficulty,temp_min_jan,temp_avg_jan,temp_max_jan,temp_min_feb,temp_avg_feb,temp_max_feb,temp_min_mar,temp_avg_mar,temp_max_mar,temp_min_apr,temp_avg_apr,temp_max_apr,temp_min_may,temp_avg_may,temp_max_may,temp_min_jun,temp_avg_jun,temp_max_jun,temp_min_jul,temp_avg_jul,temp_max_jul,temp_min_aug,temp_avg_aug,temp_max_aug,temp_min_sep,temp_avg_sep,temp_max_sep,temp_min_oct,temp_avg_oct,temp_max_oct,temp_min_nov,temp_avg_nov,temp_max_nov,temp_min_dec,temp_avg_dec,temp_max_dec,rain_prop_jan,rain_prop_feb,rain_prop_mar,rain_prop_apr,rain_prop_may,rain_prop_jun,rain_prop_jul,rain_prop_aug,rain_prop_sep,rain_prop_oct,rain_prop_nov,rain_prop_dec,wind_speed_min_jan,wind_speed_avg_jan,wind_speed_max_jan,wind_speed_min_feb,wind_speed_avg_feb,wind_speed_max_feb,wind_speed_min_mar,wind_speed_avg_mar,wind_speed_max_mar,wind_speed_min_apr,wind_speed_avg_apr,wind_speed_max_apr,wind_speed_min_may,wind_speed_avg_may,wind_speed_max_may,wind_speed_min_jun,wind_speed_avg_jun,wind_speed_max_jun,wind_speed_min_jul,wind_speed_avg_jul,wind_speed_max_jul,wind_speed_min_aug,wind_speed_avg_aug,wind_speed_max_aug,wind_speed_min_sep,wind_speed_avg_sep,wind_speed_max_sep,wind_speed_min_oct,wind_speed_avg_oct,wind_speed_max_oct,wind_speed_min_nov,wind_speed_avg_nov,wind_speed_max_nov,wind_speed_min_dec,wind_speed_avg_dec,wind_speed_max_dec,humidity_min_jan,humidiy_avg_jan,humidity_max_jan,humidity_min_feb,humidiy_avg_feb,humidity_max_feb,humidity_min_mar,humidiy_avg_mar,humidity_max_mar,humidity_min_apr,humidiy_avg_apr,humidity_max_apr,humidity_min_may,humidiy_avg_may,humidity_max_may,humidity_min_jun,humidiy_avg_jun,humidity_max_jun,humidity_min_jul,humidiy_avg_jul,humidity_max_jul,humidity_min_aug,humidiy_avg_aug,humidity_max_aug,humidity_min_sep,humidiy_avg_sep,humidity_max_sep,humidity_min_oct,humidiy_avg_oct,humidity_max_oct,humidity_min_nov,humidiy_avg_nov,humidity_max_nov,humidity_min_dec,humidiy_avg_dec,humidity_max_dec,cloud_cover_min_jan,cloud_cover_avg_jan,cloud_cover_max_jan,cloud_cover_min_feb,cloud_cover_avg_feb,cloud_cover_max_feb,cloud_cover_min_mar,cloud_cover_avg_mar,cloud_cover_max_mar,cloud_cover_min_apr,cloud_cover_avg_apr,cloud_cover_max_apr,cloud_cover_min_may,cloud_cover_avg_may,cloud_cover_max_may,cloud_cover_min_jun,cloud_cover_avg_jun,cloud_cover_max_jun,cloud_cover_min_jul,cloud_cover_avg_jul,cloud_cover_max_jul,cloud_cover_min_aug,cloud_cover_avg_aug,cloud_cover_max_aug,cloud_cover_min_sep,cloud_cover_avg_sep,cloud_cover_max_sep,cloud_cover_min_oct,cloud_cover_avg_oct,cloud_cover_max_oct,cloud_cover_min_nov,cloud_cover_avg_nov,cloud_cover_max_nov,cloud_cover_min_dec,cloud_cover_avg_dec,cloud_cover_max_dec
King Field Athletic Club,King Field,MN (US),"King Field, MN (US)",72,5,531,9,4,446,5,5,672,3,3,135,1,4,344,15,4,339,17,3,167,11,4,484,7,4,352,13,36,3470,4,466,14,5,662,18,3,184,16,4,358,12,4,502,4,3,164,10,5,519,6,4,411,2,4,397,8,36,3663,7133,75.9419350649351,136.713480519481,0.89,1974,###,29.5275590551181,###,0.125,0.857142857142857,0.2,0.490909090909091,0.55,0.85,0.43,0.33,0.57,0.68,0.83,0.98,0.04,0.29,21.5,31.5,41.5,26,36,46,30.5,40.5,50.5,35,45,55,39.5,49.5,59.5,44,54,64,48.5,58.5,68.5,44,54,64,39.5,49.5,59.5,35,45,55,30.5,40.5,50.5,26,36,46,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Norman Cricket Club,Norman,OK (US),"Norman, OK (US)",72,4,421,6,3,185,12,4,473,14,5,662,18,4,368,16,5,592,4,4,391,10,3,191,2,4,417,8,36,3700,5,602,7,4,444,9,4,366,17,4,341,1,3,191,13,4,367,11,5,559,15,3,182,5,4,472,3,36,3524,7224,75.9500571428571,136.580857142857,0.31,1945,###,318.241469816273,###,0.5,0.785714285714286,0.333333333333333,0.4,0.45,0.7,0.51,0.83,0.87,0.7,0.75,0.63,0.52,0.34,32,42,52,38,48,58,44,54,64,50,60,70,56,66,76,62,72,82,68,78,88,62,72,82,56,66,76,50,60,70,44,54,64,38,48,58,0.189,0.216,0.243,0.27,0.297,0.324,0.351,0.324,0.297,0.27,0.243,0.216,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,8,10,15,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,55,65,75,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55
Southpointe National Golf Club,Southpointe,ND (US),"Southpointe, ND (US)",71,5,541,18,4,344,4,3,171,10,4,362,12,4,396,16,3,182,14,4,392,2,4,484,8,4,424,6,35,3296,4,419,5,4,451,7,4,375,15,5,604,17,3,182,11,4,382,9,3,200,13,4,350,3,5,632,1,36,3595,6891,75.4999696969697,134.800174242424,1,1975,###,4514.43569553806,###,0.293541666666667,0.8,0.266666666666667,0.409090909090909,0.495,0.83,0.56,0.73,0.31,0.61,0.42,0.34,0.46,0.3,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
Bridgeport Hunt Club,Bridgeport,WV (US),"Bridgeport, WV (US)",71,4,345,16,4,474,2,4,403,8,4,427,10,3,160,18,5,574,14,4,385,12,3,163,6,4,374,4,35,3305,4,474,3,3,244,5,5,672,13,4,386,15,4,500,9,4,403,7,4,463,11,3,214,17,5,647,1,36,4003,7308,74.890212987013,133.049103896104,0.78,1941,###,721.784776902887,###,0.3,0.928571428571429,0.0666666666666667,0.581818181818182,0.55,0.89,0.77,0.5,0.85,0.52,0.53,0.23,0.04,0.12,26.4,36.4,46.4,31.6,41.6,51.6,36.8,46.8,56.8,42,52,62,47.2,57.2,67.2,52.4,62.4,72.4,57.6,67.6,77.6,52.4,62.4,72.4,47.2,57.2,67.2,42,52,62,36.8,46.8,56.8,31.6,41.6,51.6,0.259,0.296,0.333,0.37,0.407,0.444,0.481,0.444,0.407,0.37,0.333,0.296,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Fishers Hunt Club,Fishers,IN (US),"Fishers, IN (US)",71,4,454,14,3,151,6,4,371,8,4,405,16,5,536,12,3,249,10,4,403,18,4,472,4,4,413,2,35,3454,5,669,1,4,471,3,4,460,11,5,667,13,4,355,7,3,126,5,4,364,9,3,135,15,4,388,17,36,3635,7089,74.1831350649351,130.71548051948,0.4,1920,###,754.593175853018,###,0.3,0.857142857142857,0.2,0.490909090909091,0.55,0.38,0.32,0.21,0.65,0.64,0.38,0.42,0.14,0.52,26.4,36.4,46.4,31.6,41.6,51.6,36.8,46.8,56.8,42,52,62,47.2,57.2,67.2,52.4,62.4,72.4,57.6,67.6,77.6,52.4,62.4,72.4,47.2,57.2,67.2,42,52,62,36.8,46.8,56.8,31.6,41.6,51.6,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Lincoln National Golf Club,Lincoln,ND (US),"Lincoln, ND (US)",71,4,494,12,4,456,18,5,654,4,4,342,6,4,390,14,3,139,10,4,479,8,3,140,16,5,530,2,36,3624,4,474,1,3,191,17,4,412,9,4,342,11,4,503,5,5,607,3,4,440,7,3,141,13,4,421,15,35,3531,7155,75.1081696969697,133.531174242424,0.4,1978,###,4721.12860892388,###,0.293541666666667,0.8,0.266666666666667,0.409090909090909,0.495,0.31,0.82,0.65,0.81,0.73,0.25,0.23,0.94,0.15,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
TCC Freeport,Freeport,ME (US),"Freeport, ME (US)",70,4,396,15,4,461,7,3,174,9,4,467,3,4,359,17,4,430,1,5,506,5,3,127,11,4,500,13,35,3420,4,359,10,3,127,16,4,395,2,4,488,18,4,372,4,4,336,12,3,226,8,4,417,6,5,553,14,35,3273,6693,75.1947411255411,134.040745670996,0.27,1994,###,88.5826771653543,###,0.293541666666667,0.957142857142857,0.146666666666667,0.649090909090909,0.605,0.42,0.74,0.65,0.4,0.55,0.36,0.78,0.56,0.86,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Papillion Golf Club,Papillion,NE (US),"Papillion, NE (US)",72,5,508,8,4,388,14,4,439,16,4,467,2,5,515,10,3,247,6,4,453,18,3,141,4,4,372,12,36,3530,4,493,13,3,127,5,4,440,7,4,395,1,3,151,15,4,443,3,5,562,9,4,421,17,5,573,11,36,3605,7135,75.6446584415584,135.419067532468,0.41,1999,###,419.94750656168,###,0.3125,0.878571428571429,0.3,0.498181818181818,0.517,0.74,0.52,0.34,0.77,0.31,0.66,0.72,0.16,0.72,26.8,36.8,46.8,32,42,52,37.2,47.2,57.2,42.5,52.5,62.5,47.8,57.8,67.8,53,63,73,58.2,68.2,78.2,53,63,73,47.8,57.8,67.8,42.5,52.5,62.5,37.2,47.2,57.2,32,42,52,0.2268,0.2592,0.2916,0.324,0.3564,0.3888,0.4212,0.3888,0.3564,0.324,0.2916,0.2592,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617
Bellevue Golf & Country Club,Bellevue,NE (US),"Bellevue, NE (US)",72,4,348,6,3,241,18,4,424,12,5,649,14,4,384,8,3,208,4,4,435,16,5,628,2,4,386,10,36,3703,4,466,11,4,405,3,5,604,5,3,231,13,4,342,1,4,407,7,3,140,15,4,357,17,5,577,9,36,3529,7232,74.6938584415584,132.724067532468,0.71,1932,###,3143.04461942257,###,0.3125,0.878571428571429,0.3,0.498181818181818,0.517,0.27,0.61,0.34,0.3,0.86,0.81,0.8,0.58,0.65,26.8,36.8,46.8,32,42,52,37.2,47.2,57.2,42.5,52.5,62.5,47.8,57.8,67.8,53,63,73,58.2,68.2,78.2,53,63,73,47.8,57.8,67.8,42.5,52.5,62.5,37.2,47.2,57.2,32,42,52,0.2268,0.2592,0.2916,0.324,0.3564,0.3888,0.4212,0.3888,0.3564,0.324,0.2916,0.2592,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617
Pike Creek Club,Pike Creek,DE (US),"Pike Creek, DE (US)",70,5,562,4,3,132,16,4,430,10,5,549,12,3,174,6,4,384,18,4,500,2,3,195,14,4,453,8,35,3379,4,408,17,3,173,9,4,473,1,4,446,3,5,637,11,4,361,5,4,446,13,3,131,15,4,387,7,35,3462,6841,75.6808744588745,135.358579004329,0.44,1999,###,108.267716535433,###,0.168958333333333,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.79,0.5,0.75,0.56,0.48,0.22,0.53,0.14,0.69,22.7,32.7,42.7,27.4,37.4,47.4,32.1,42.1,52.1,36.8,46.8,56.8,41.4,51.4,61.4,46.1,56.1,66.1,50.8,60.8,70.8,46.1,56.1,66.1,41.4,51.4,61.4,36.8,46.8,56.8,32.1,42.1,52.1,27.4,37.4,47.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
East Cambridge Golf Club,East Cambridge,MA (US),"East Cambridge, MA (US)",71,4,428,2,5,568,14,3,239,8,4,364,10,3,146,4,4,450,16,3,154,18,5,629,12,4,491,6,35,3469,4,414,15,3,242,7,4,373,1,4,374,9,5,605,17,4,498,3,3,137,11,4,352,13,5,616,5,36,3611,7080,74.8429077922078,132.970662337662,0.63,2008,###,3.28083989501312,###,0.0625,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.29,0.77,0.39,0.7,0.77,0.31,0.74,0.64,0.5,19.8,29.8,39.8,24,34,44,28.2,38.2,48.2,32.5,42.5,52.5,36.8,46.8,56.8,41,51,61,45.2,55.2,65.2,41,51,61,36.8,46.8,56.8,32.5,42.5,52.5,28.2,38.2,48.2,24,34,44,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Brunswick Athletic Club,Brunswick,ME (US),"Brunswick, ME (US)",72,4,410,18,4,336,12,4,474,6,5,650,8,4,416,2,3,227,14,4,449,16,3,194,10,5,555,4,36,3711,4,425,13,4,422,5,5,656,7,3,239,15,4,374,1,4,433,9,4,345,11,3,233,3,5,549,17,36,3676,7387,75.7137411255411,135.848745670996,0.53,1965,###,111.548556430446,###,0.293541666666667,0.957142857142857,0.146666666666667,0.649090909090909,0.605,0.71,0.59,0.54,0.63,0.42,0.66,0.95,0.98,0.48,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Morrisville Hunt Club,Morrisville,NC (US),"Morrisville, NC (US)",71,5,630,16,3,223,10,4,447,4,4,426,18,5,655,6,4,465,12,4,415,14,3,235,8,4,491,2,36,3987,4,398,11,5,651,3,3,172,5,4,426,13,3,177,17,4,458,7,3,165,9,5,548,1,4,474,15,35,3469,7456,75.6731125541126,135.333317099567,0.64,1937,###,285.433070866142,###,0.211041666666667,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.89,0.33,0.46,0.67,0.39,0.56,0.28,0.13,0.35,23.9,33.9,43.9,28.8,38.8,48.8,33.6,43.6,53.6,38.4,48.4,58.4,43.3,53.3,63.3,48.1,58.1,68.1,53,63,73,48.1,58.1,68.1,43.3,53.3,63.3,38.4,48.4,58.4,33.6,43.6,53.6,28.8,38.8,48.8,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Madeira Club,Madeira,OH (US),"Madeira, OH (US)",72,5,574,14,3,121,8,4,472,2,4,434,16,4,343,4,4,350,10,4,449,12,3,185,6,5,514,18,36,3442,4,342,9,5,676,1,3,194,17,4,404,3,4,424,11,5,636,15,4,412,5,3,176,7,4,472,13,36,3736,7178,76.7897077922078,138.940662337662,0.65,1906,###,4524.2782152231,###,0.495,0.957142857142857,0.146666666666667,0.549090909090909,0.605,0.89,0.7,0.66,0.89,0.46,0.67,0.51,0.37,0.13,31.9,41.9,51.9,37.8,47.8,57.8,43.8,53.8,63.8,49.8,59.8,69.8,55.8,65.8,75.8,61.8,71.8,81.8,67.7,77.7,87.7,61.8,71.8,81.8,55.8,65.8,75.8,49.8,59.8,69.8,43.8,53.8,63.8,37.8,47.8,57.8,0.2464,0.2816,0.3168,0.352,0.3872,0.4224,0.4576,0.4224,0.3872,0.352,0.3168,0.2816,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
